year,age,men,women
2004,25,345601,339938
2004,26,333790,330936
2004,27,350962,348360
2004,28,342801,343982
2004,29,333851,336003
2004,30,324788,327864
2004,31,333629,340227
2004,32,331285,336367
2004,33,328380,334306
2004,34,301726,310714
2004,35,306763,317028
2004,36,302238,315267
2004,37,311030,326776
2004,38,307179,326123
2004,39,321179,342868
2004,40,341443,368636
2004,41,350055,380227
2004,42,362809,394693
2004,43,375856,410632
2004,44,357745,396841
2004,45,354444,395422
2004,46,339976,382533
2004,47,335886,383480
2004,48,313609,361572
2004,49,321816,374926
2004,50,292653,345168
2004,51,305686,363020
2004,52,304490,362341
2004,53,299477,361069
2004,54,309125,379585
2004,55,255360,317018
2004,56,225431,285329
2004,57,213658,278933
2004,58,137588,186112
2004,59,160252,218937
2004,60,142367,197881
2004,61,183171,258055
2004,62,237561,338412
2004,63,242291,350689
2004,64,256956,384751
2004,65,265819,403429
2004,66,274695,413535
2004,67,219160,333646
2004,68,181880,276796
2004,69,134068,206733
2004,70,110493,178571
2004,71,134229,232299
2004,72,137578,236598
2004,73,158920,288470
2004,74,135958,260090
2004,75,134590,270842
2004,76,118758,246746
2004,77,97061,234761
2004,78,80159,213403
2004,79,65957,194286
2004,80 і старше,250422,879346
2004,Вік невідомий,NA,NA
2005,0,217975,205946
2005,1,207607,196618
2005,2,198857,186759
2005,3,190804,179860
2005,4,196262,185319
2005,5,198239,188080
2005,6,209547,200738
2005,7,219375,208777
2005,8,236974,225469
2005,9,246208,234310
2005,10,256315,243510
2005,11,271273,258333
2005,12,292444,278185
2005,13,313925,298185
2005,14,330147,313761
2005,15,345705,329292
2005,16,367954,351294
2005,17,381496,363635
2005,18,404256,386930
2005,19,392337,376696
2005,20,401792,385586
2005,21,409460,392087
2005,22,375099,356759
2005,23,360169,349597
2005,24,367674,357844
2005,25,347913,339184
2005,26,344251,339290
2005,27,332263,330255
2005,28,349346,347712
2005,29,341165,343351
2005,30,332062,335314
2005,31,323041,327312
2005,32,331788,339533
2005,33,329398,335752
2005,34,326363,333634
2005,35,299661,310030
2005,36,304509,316245
2005,37,299776,314416
2005,38,308413,325926
2005,39,304679,325274
2005,40,317886,341862
2005,41,337944,367546
2005,42,346170,379005
2005,43,358559,393345
2005,44,371275,409171
2005,45,352737,395211
2005,46,349485,393710
2005,47,334563,380692
2005,48,330412,381668
2005,49,308251,359613
2005,50,315318,372637
2005,51,286771,343030
2005,52,299215,360546
2005,53,297768,359669
2005,54,292549,358264
2005,55,301043,376274
2005,56,248813,314123
2005,57,219155,282509
2005,58,207612,275987
2005,59,133388,183998
2005,60,154611,216084
2005,61,137102,195373
2005,62,176093,254425
2005,63,228281,333273
2005,64,232196,344745
2005,65,245363,377850
2005,66,253539,395363
2005,67,261316,404580
2005,68,207737,325692
2005,69,171747,269299
2005,70,125976,200596
2005,71,103396,172621
2005,72,125133,224009
2005,73,127900,227460
2005,74,147058,276373
2005,75,124350,247399
2005,76,122477,256208
2005,77,107695,232157
2005,78,87355,219293
2005,79,71556,197753
2005,80 і старше,267676,930258
2005,Вік невідомий,NA,NA
2006,0,217579,204985
2006,1,217384,205498
2006,2,207349,196448
2006,3,198729,186648
2006,4,190661,179803
2006,5,196148,185232
2006,6,198150,187979
2006,7,209467,200656
2006,8,219258,208712
2006,9,236845,225431
2006,10,246116,234228
2006,11,256226,243402
2006,12,271164,258293
2006,13,292269,278099
2006,14,313809,298114
2006,15,329943,313663
2006,16,345527,329183
2006,17,367728,351243
2006,18,381262,363533
2006,19,403894,386773
2006,20,391765,376527
2006,21,401153,385337
2006,22,408616,391697
2006,23,374221,356320
2006,24,359114,349191
2006,25,366454,357336
2006,26,346591,338613
2006,27,342793,338784
2006,28,330769,329753
2006,29,347749,347144
2006,30,339368,342719
2006,31,330267,334687
2006,32,321167,326739
2006,33,329672,338819
2006,34,327443,335139
2006,35,324033,332870
2006,36,297459,309386
2006,37,302153,315475
2006,38,297262,313585
2006,39,305657,325094
2006,40,301459,324332
2006,41,314552,340914
2006,42,334191,366383
2006,43,342054,377686
2006,44,354247,392010
2006,45,366020,407570
2006,46,347682,393572
2006,47,344094,391948
2006,48,329036,378938
2006,49,324642,379768
2006,50,301879,357388
2006,51,308916,370353
2006,52,280428,340847
2006,53,292365,358020
2006,54,290794,356897
2006,55,284976,355307
2006,56,292758,372621
2006,57,242140,310852
2006,58,212871,279493
2006,59,201326,272747
2006,60,128679,181682
2006,61,148499,213074
2006,62,131715,192476
2006,63,168580,250445
2006,64,218641,327803
2006,65,221796,338630
2006,66,233732,370506
2006,67,240636,386906
2006,68,247300,394850
2006,69,196196,317065
2006,70,161314,261213
2006,71,117689,193958
2006,72,96129,166327
2006,73,115989,215034
2006,74,118155,217560
2006,75,134962,263387
2006,76,112926,233931
2006,77,110515,240646
2006,78,96615,216815
2006,79,77771,203101
2006,80 і старше,287184,978310
2006,Вік невідомий,NA,NA
2007,0,234110,222616
2007,1,217030,204542
2007,2,217220,205370
2007,3,207221,196376
2007,4,198636,186589
2007,5,190580,179729
2007,6,196068,185166
2007,7,198055,187915
2007,8,209398,200626
2007,9,219169,208669
2007,10,236773,225390
2007,11,246055,234191
2007,12,256145,243322
2007,13,271065,258226
2007,14,292143,278044
2007,15,313624,298007
2007,16,329802,313591
2007,17,345389,329214
2007,18,367741,351291
2007,19,381214,363550
2007,20,403751,386684
2007,21,391485,376437
2007,22,400733,385126
2007,23,408015,391441
2007,24,373616,356062
2007,25,358246,348870
2007,26,365483,356968
2007,27,345387,338270
2007,28,341520,338252
2007,29,329366,329289
2007,30,346061,346595
2007,31,337704,342130
2007,32,328560,334133
2007,33,319305,326169
2007,34,327792,338180
2007,35,325333,334424
2007,36,321977,332149
2007,37,295363,308700
2007,38,299974,314721
2007,39,294945,312845
2007,40,302700,324206
2007,41,298696,323491
2007,42,311328,339945
2007,43,330557,365201
2007,44,338227,376472
2007,45,349753,390571
2007,46,361297,406083
2007,47,342790,391833
2007,48,338921,390283
2007,49,323676,377214
2007,50,318639,377867
2007,51,296351,355388
2007,52,302774,368123
2007,53,274555,338724
2007,54,285948,355575
2007,55,283785,354108
2007,56,277998,352197
2007,57,285041,369121
2007,58,235452,307891
2007,59,206696,276530
2007,60,194916,269535
2007,61,124158,179491
2007,62,142889,210081
2007,63,126373,189492
2007,64,161511,246257
2007,65,209545,322285
2007,66,211809,332168
2007,67,222386,362831
2007,68,227967,378046
2007,69,233699,384894
2007,70,184848,307741
2007,71,151097,252742
2007,72,109823,186987
2007,73,89100,159842
2007,74,106914,205671
2007,75,108660,207164
2007,76,123539,249873
2007,77,102039,219781
2007,78,99248,224997
2007,79,86204,201054
2007,80 і старше,310717,1029387
2007,Вік невідомий,NA,NA
2008,0,240718,227641
2008,1,233499,222135
2008,2,216802,204352
2008,3,217094,205280
2008,4,207108,196317
2008,5,198521,186528
2008,6,190505,179651
2008,7,195996,185146
2008,8,197945,187852
2008,9,209301,200550
2008,10,219053,208594
2008,11,236681,225359
2008,12,245976,234117
2008,13,256050,243268
2008,14,270895,258157
2008,15,291958,277914
2008,16,313459,297925
2008,17,329736,313604
2008,18,345507,329277
2008,19,367885,351268
2008,20,380988,363454
2008,21,403371,386493
2008,22,390903,376227
2008,23,400080,384838
2008,24,407146,391037
2008,25,372624,355672
2008,26,357352,348506
2008,27,364315,356487
2008,28,343986,337794
2008,29,340018,337708
2008,30,327655,328740
2008,31,344455,345935
2008,32,335710,341417
2008,33,326519,333520
2008,34,317336,325521
2008,35,325596,337412
2008,36,323144,333726
2008,37,319619,331439
2008,38,293124,307906
2008,39,297518,313867
2008,40,291936,311804
2008,41,299775,323255
2008,42,295551,322493
2008,43,307791,338810
2008,44,326641,363933
2008,45,333617,375043
2008,46,345185,388976
2008,47,356070,404396
2008,48,337389,390025
2008,49,333317,388350
2008,50,317325,375178
2008,51,312950,375731
2008,52,290304,353271
2008,53,296220,365634
2008,54,268410,336376
2008,55,278847,352868
2008,56,276668,351064
2008,57,270678,349062
2008,58,276988,365390
2008,59,228713,304709
2008,60,199967,273349
2008,61,187878,266310
2008,62,119641,177100
2008,63,137220,206975
2008,64,121227,186413
2008,65,154184,242026
2008,66,200208,316504
2008,67,201726,325441
2008,68,210942,354691
2008,69,215475,368695
2008,70,220081,374279
2008,71,173528,298133
2008,72,141138,243880
2008,73,101995,179778
2008,74,82329,152942
2008,75,98372,196131
2008,76,99498,196463
2008,77,112306,235830
2008,78,91398,205309
2008,79,88373,209026
2008,80 і старше,339669,1076354
2008,Вік невідомий,NA,NA
2009,0,261138,245204
2009,1,240239,227251
2009,2,233320,222023
2009,3,216723,204291
2009,4,217048,205238
2009,5,207060,196298
2009,6,198498,186482
2009,7,190483,179616
2009,8,195951,185102
2009,9,197910,187829
2009,10,209246,200512
2009,11,219022,208561
2009,12,236647,225326
2009,13,245907,234075
2009,14,255970,243218
2009,15,270771,258063
2009,16,291869,277922
2009,17,313484,297980
2009,18,329868,313700
2009,19,345414,329343
2009,20,367696,351174
2009,21,380421,363306
2009,22,402748,386261
2009,23,390167,376002
2009,24,399171,384548
2009,25,406087,390658
2009,26,371541,355315
2009,27,356152,348083
2009,28,362965,355992
2009,29,342512,337282
2009,30,338302,337118
2009,31,325941,328136
2009,32,342498,345266
2009,33,333578,340636
2009,34,324286,332859
2009,35,315007,324760
2009,36,323346,336640
2009,37,320724,332936
2009,38,317153,330585
2009,39,290627,307045
2009,40,294604,312946
2009,41,289015,310894
2009,42,296643,322177
2009,43,292093,321400
2009,44,304116,337616
2009,45,322371,362581
2009,46,329125,373547
2009,47,340224,387342
2009,48,350740,402611
2009,49,332035,388134
2009,50,327168,386283
2009,51,311300,373106
2009,52,306670,373482
2009,53,284117,351171
2009,54,289551,363198
2009,55,261999,333894
2009,56,271971,349936
2009,57,269374,347896
2009,58,263244,345825
2009,59,268949,361528
2009,60,221494,301340
2009,61,193067,270040
2009,62,181158,262922
2009,63,115098,174553
2009,64,131549,203760
2009,65,115970,183235
2009,66,147123,237608
2009,67,191006,310484
2009,68,191873,318547
2009,69,199673,346068
2009,70,203162,358742
2009,71,206413,362929
2009,72,162323,288143
2009,73,131170,234640
2009,74,94503,172021
2009,75,75706,145828
2009,76,90008,186308
2009,77,90484,185271
2009,78,101542,221483
2009,79,81584,190449
2009,80 і старше,367227,1125853
2009,Вік невідомий,NA,NA
2010,0,262597,245947
2010,1,260723,244938
2010,2,240097,227149
2010,3,233259,221974
2010,4,216676,204230
2010,5,217009,205209
2010,6,207010,196298
2010,7,198442,186465
2010,8,190440,179582
2010,9,195910,185094
2010,10,197860,187794
2010,11,209214,200479
2010,12,218977,208490
2010,13,236588,225284
2010,14,245807,234018
2010,15,255861,243168
2010,16,270710,258045
2010,17,291807,277975
2010,18,313419,297996
2010,19,329649,313673
2010,20,345022,329277
2010,21,367163,351038
2010,22,379818,363145
2010,23,402037,386098
2010,24,389456,375761
2010,25,398324,384282
2010,26,405079,390373
2010,27,370536,355010
2010,28,355053,347710
2010,29,361814,355547
2010,30,341131,336756
2010,31,336872,336573
2010,32,324375,327550
2010,33,340843,344686
2010,34,331881,340039
2010,35,322411,332233
2010,36,313290,324095
2010,37,321350,335965
2010,38,318746,332217
2010,39,315135,329898
2010,40,288582,306336
2010,41,292320,312085
2010,42,286721,309991
2010,43,294074,321304
2010,44,289401,320454
2010,45,300964,336463
2010,46,319019,361302
2010,47,325506,372183
2010,48,336143,385909
2010,49,346272,401020
2010,50,327278,386313
2010,51,322286,384399
2010,52,306220,371174
2010,53,301349,371348
2010,54,278978,349145
2010,55,283576,360845
2010,56,256419,331385
2010,57,265684,347184
2010,58,262783,345012
2010,59,256666,342610
2010,60,261177,357751
2010,61,214581,298035
2010,62,186702,266854
2010,63,174830,259514
2010,64,111001,172130
2010,65,126064,200403
2010,66,110976,180019
2010,67,140355,233091
2010,68,182156,304231
2010,69,182465,311326
2010,70,188631,337232
2010,71,191133,348467
2010,72,193344,351191
2010,73,151783,277696
2010,74,121778,224844
2010,75,87196,164368
2010,76,69439,138549
2010,77,81976,175975
2010,78,81965,173906
2010,79,91499,206655
2010,80 і старше,385384,1154765
2010,Вік невідомий,NA,NA
2011,0,254668,239343
2011,1,262195,245647
2011,2,260595,244842
2011,3,240019,227100
2011,4,233199,221955
2011,5,216641,204213
2011,6,216979,205208
2011,7,206982,196296
2011,8,198415,186452
2011,9,190383,179567
2011,10,195892,185085
2011,11,197828,187763
2011,12,209164,200467
2011,13,218915,208432
2011,14,236498,225247
2011,15,245711,233968
2011,16,255780,243148
2011,17,270626,258058
2011,18,291664,277955
2011,19,313210,297972
2011,20,329341,313643
2011,21,344621,329250
2011,22,366732,350988
2011,23,379253,363074
2011,24,401441,386012
2011,25,388785,375664
2011,26,397609,384146
2011,27,404234,390130
2011,28,369661,354709
2011,29,354050,347384
2011,30,360678,355143
2011,31,339924,336321
2011,32,335484,336065
2011,33,322960,327014
2011,34,339356,344168
2011,35,330174,339520
2011,36,320781,331626
2011,37,311594,323518
2011,38,319614,335292
2011,39,316976,331526
2011,40,313151,329210
2011,41,286624,305616
2011,42,290187,311271
2011,43,284495,309115
2011,44,291731,320455
2011,45,286909,319585
2011,46,298227,335492
2011,47,315767,360104
2011,48,322001,370919
2011,49,332365,384486
2011,50,341983,399414
2011,51,322834,384708
2011,52,317603,382639
2011,53,301444,369229
2011,54,296376,369351
2011,55,273876,347101
2011,56,278064,358427
2011,57,250908,329004
2011,58,259681,344428
2011,59,256392,342033
2011,60,249808,339321
2011,61,253212,353956
2011,62,207853,294567
2011,63,180419,263423
2011,64,168706,255945
2011,65,106803,169553
2011,66,120719,196809
2011,67,106079,176524
2011,68,133802,228164
2011,69,173145,297587
2011,70,172819,303477
2011,71,177589,327569
2011,72,179247,337296
2011,73,180352,338607
2011,74,140884,266577
2011,75,112191,214425
2011,76,79816,156042
2011,77,63313,130785
2011,78,74144,164903
2011,79,73477,162156
2011,80 і старше,408988,1191379
2011,Вік невідомий,NA,NA
2012,0,257319,241656
2012,1,254290,239066
2012,2,262074,245582
2012,3,260546,244779
2012,4,239939,227066
2012,5,233149,221946
2012,6,216621,204201
2012,7,216936,205168
2012,8,206936,196289
2012,9,198393,186452
2012,10,190334,179530
2012,11,195858,185080
2012,12,197795,187741
2012,13,209116,200455
2012,14,218826,208388
2012,15,236412,225189
2012,16,245609,234009
2012,17,255703,243185
2012,18,270496,258075
2012,19,291498,277969
2012,20,312967,297944
2012,21,329008,313646
2012,22,344178,329231
2012,23,366202,350939
2012,24,378657,363051
2012,25,400760,385941
2012,26,388094,375600
2012,27,396835,383957
2012,28,403379,389940
2012,29,368762,354493
2012,30,353100,347076
2012,31,359661,354788
2012,32,338721,335876
2012,33,334152,335636
2012,34,321616,326577
2012,35,337814,343611
2012,36,328526,338982
2012,37,319069,331018
2012,38,309961,322898
2012,39,317870,334662
2012,40,315131,330855
2012,41,311217,328456
2012,42,284671,304963
2012,43,288184,310541
2012,44,282238,308307
2012,45,289325,319650
2012,46,284526,318665
2012,47,295373,334480
2012,48,312563,358933
2012,49,318620,369642
2012,50,328499,383002
2012,51,337729,397779
2012,52,318278,382989
2012,53,312857,380826
2012,54,296711,367328
2012,55,291393,367402
2012,56,268657,345056
2012,57,272406,355974
2012,58,245472,326464
2012,59,253626,341683
2012,60,249987,338987
2012,61,242894,336014
2012,62,245521,349845
2012,63,201110,290886
2012,64,174256,259997
2012,65,162669,252157
2012,66,102762,166960
2012,67,115528,193284
2012,68,101286,173014
2012,69,127251,223259
2012,70,164535,290769
2012,71,163483,295455
2012,72,166737,317885
2012,73,167711,326236
2012,74,167861,325966
2012,75,130738,255213
2012,76,103312,204152
2012,77,72882,147673
2012,78,57494,123047
2012,79,66933,153951
2012,80 і старше,417104,1191133
2012,Вік невідомий,NA,NA
2013,0,266820,250481
2013,1,256967,241404
2013,2,254237,239007
2013,3,262034,245566
2013,4,260473,244798
2013,5,239901,227055
2013,6,233152,221913
2013,7,216603,204225
2013,8,216915,205192
2013,9,206934,196268
2013,10,198396,186444
2013,11,190341,179524
2013,12,195851,185083
2013,13,197747,187721
2013,14,209108,200438
2013,15,218770,208355
2013,16,236427,225219
2013,17,246690,234332
2013,18,258319,244076
2013,19,273728,259220
2013,20,294729,279194
2013,21,315818,299083
2013,22,331707,314764
2013,23,346660,330232
2013,24,368187,351783
2013,25,379888,363524
2013,26,401430,386262
2013,27,388434,375765
2013,28,396799,383941
2013,29,403121,389828
2013,30,368335,354370
2013,31,352408,346882
2013,32,358804,354497
2013,33,337551,335543
2013,34,332918,335290
2013,35,320239,326133
2013,36,336490,343172
2013,37,326979,338471
2013,38,317427,330461
2013,39,308373,322356
2013,40,316163,334019
2013,41,313265,330200
2013,42,309358,327734
2013,43,282691,304269
2013,44,286112,309733
2013,45,279935,307459
2013,46,286933,318761
2013,47,282031,317800
2013,48,292455,333441
2013,49,309205,357747
2013,50,314830,368347
2013,51,324488,381487
2013,52,333299,396061
2013,53,313693,381217
2013,54,308008,378939
2013,55,291432,365271
2013,56,286074,365189
2013,57,263232,342681
2013,58,266584,353371
2013,59,239708,323827
2013,60,246942,338670
2013,61,242998,335628
2013,62,235748,332377
2013,63,237454,345616
2013,64,194243,287067
2013,65,167930,256176
2013,66,156344,248269
2013,67,98619,164270
2013,68,110139,189500
2013,69,96350,169271
2013,70,120662,217977
2013,71,155644,283565
2013,72,154157,287070
2013,73,156121,307428
2013,74,156133,314494
2013,75,155497,312567
2013,76,120691,243573
2013,77,94595,193575
2013,78,66382,139130
2013,79,52039,114835
2013,80 і старше,418850,1183465
2013,Вік невідомий,NA,NA
2014,0,257889,242595
2014,1,266548,250262
2014,2,256882,241358
2014,3,254179,239007
2014,4,262046,245549
2014,5,260462,244798
2014,6,239891,227076
2014,7,233152,221908
2014,8,216593,204219
2014,9,216904,205203
2014,10,206907,196256
2014,11,198396,186433
2014,12,190331,179533
2014,13,195817,185068
2014,14,197721,187706
2014,15,209022,200377
2014,16,218749,208363
2014,17,237163,225503
2014,18,248512,234992
2014,19,260300,244829
2014,20,275158,259828
2014,21,295535,279555
2014,22,316052,299294
2014,23,331823,314809
2014,24,346383,330201
2014,25,367417,351690
2014,26,379178,363496
2014,27,400805,386173
2014,28,387768,375639
2014,29,396090,383828
2014,30,402193,389522
2014,31,367334,354149
2014,32,351448,346607
2014,33,357498,354131
2014,34,336227,335077
2014,35,331379,334836
2014,36,318698,325671
2014,37,334800,342586
2014,38,325320,337837
2014,39,315641,329838
2014,40,306580,321720
2014,41,314187,333319
2014,42,311296,329483
2014,43,307257,326882
2014,44,280695,303490
2014,45,283837,308843
2014,46,277439,306551
2014,47,284282,317791
2014,48,279313,316724
2014,49,289351,332293
2014,50,305482,356388
2014,51,310828,366938
2014,52,320129,379838
2014,53,328553,394277
2014,54,308694,379285
2014,55,302632,376887
2014,56,285917,363106
2014,57,280605,362732
2014,58,257708,340178
2014,59,260524,350555
2014,60,233650,320914
2014,61,239926,335402
2014,62,235560,331975
2014,63,228245,328518
2014,64,229076,341195
2014,65,187222,282891
2014,66,161457,252173
2014,67,149948,244150
2014,68,94415,161332
2014,69,104710,185444
2014,70,91375,165214
2014,71,113936,212300
2014,72,146984,275697
2014,73,145047,278018
2014,74,145579,296706
2014,75,144735,301924
2014,76,143457,298210
2014,77,110720,231267
2014,78,86018,182262
2014,79,60132,130269
2014,80 і старше,406576,1138663
2014,Вік невідомий,NA,NA
2015,0,238366,224682
2015,1,242999,228668
2015,2,251352,236137
2015,3,242605,228069
2015,4,239837,225929
2015,5,247710,232129
2015,6,246323,231388
2015,7,226701,214581
2015,8,221015,210073
2015,9,205474,193518
2015,10,205524,194633
2015,11,196157,186007
2015,12,188441,177059
2015,13,180987,170667
2015,14,186143,175997
2015,15,188196,178592
2015,16,199463,191164
2015,17,209068,199050
2015,18,227882,215982
2015,19,238964,225235
2015,20,249362,234105
2015,21,262876,248278
2015,22,281665,266478
2015,23,300231,284466
2015,24,314504,298698
2015,25,327580,312777
2015,26,346992,332720
2015,27,357886,343352
2015,28,378677,365578
2015,29,366153,355449
2015,30,374537,363599
2015,31,378603,368818
2015,32,344736,335172
2015,33,330345,328029
2015,34,337366,335358
2015,35,317412,317232
2015,36,312900,317055
2015,37,300708,308054
2015,38,316340,324670
2015,39,307408,320373
2015,40,298099,312670
2015,41,289983,305121
2015,42,297047,315906
2015,43,294493,312569
2015,44,290932,310086
2015,45,264845,287265
2015,46,267703,292313
2015,47,261554,290109
2015,48,267525,299869
2015,49,261977,298712
2015,50,271209,313464
2015,51,286262,336222
2015,52,290106,345283
2015,53,299243,357839
2015,54,307062,371535
2015,55,287949,356664
2015,56,281892,354673
2015,57,265436,340788
2015,58,259745,339892
2015,59,237953,317927
2015,60,240081,327319
2015,61,214295,299309
2015,62,219481,312970
2015,63,215888,309863
2015,64,209135,306309
2015,65,209290,317617
2015,66,170980,263530
2015,67,146247,233511
2015,68,135885,226442
2015,69,85535,149626
2015,70,94676,172654
2015,71,82262,153710
2015,72,101567,195742
2015,73,130891,253546
2015,74,128685,254217
2015,75,127910,269803
2015,76,126603,273656
2015,77,124495,268390
2015,78,96104,207491
2015,79,73793,162301
2015,80 і старше,383520,1055101
2015,Вік невідомий,NA,NA
2016,0,211339,197833
2016,1,238053,224436
2016,2,242884,228566
2016,3,251286,236070
2016,4,242525,228012
2016,5,239790,225895
2016,6,247658,232081
2016,7,246292,231359
2016,8,226677,214535
2016,9,220970,210041
2016,10,205415,193481
2016,11,205494,194605
2016,12,196088,185961
2016,13,188378,177020
2016,14,180933,170616
2016,15,186068,175950
2016,16,188132,178596
2016,17,199667,191300
2016,18,209887,199416
2016,19,228717,216345
2016,20,239365,225479
2016,21,249004,234132
2016,22,262351,248210
2016,23,281119,266380
2016,24,299627,284254
2016,25,313751,298618
2016,26,326933,312701
2016,27,346300,332604
2016,28,357229,343228
2016,29,377924,365398
2016,30,365389,355317
2016,31,373599,363325
2016,32,377596,368473
2016,33,343652,334841
2016,34,329211,327713
2016,35,336112,334930
2016,36,316073,316770
2016,37,311492,316567
2016,38,299213,307561
2016,39,314648,324098
2016,40,305622,319800
2016,41,296250,312008
2016,42,288153,304467
2016,43,295105,315155
2016,44,292515,311807
2016,45,288882,309322
2016,46,262769,286474
2016,47,265315,291439
2016,48,259160,289260
2016,49,264886,298893
2016,50,259215,297676
2016,51,268174,312280
2016,52,282787,334969
2016,53,286276,343840
2016,54,295213,356263
2016,55,302282,369718
2016,56,283130,354777
2016,57,276830,352682
2016,58,260318,338471
2016,59,254431,337497
2016,60,232462,315462
2016,61,233782,324457
2016,62,208379,296363
2016,63,212821,309520
2016,64,208929,306173
2016,65,202140,302258
2016,66,201406,312895
2016,67,164310,259283
2016,68,140031,229249
2016,69,129849,222131
2016,70,81538,146446
2016,71,89398,168292
2016,72,77468,149507
2016,73,95195,189839
2016,74,122876,245425
2016,75,119964,245102
2016,76,118369,258565
2016,77,116399,261038
2016,78,113614,254250
2016,79,87444,195204
2016,80 і старше,397353,1072024
2016,Вік невідомий,NA,NA
2017,0,203793,190833
2017,1,211045,197600
2017,2,237929,224336
2017,3,242802,228506
2017,4,251201,236030
2017,5,242467,227967
2017,6,239738,225856
2017,7,247603,232042
2017,8,246238,231335
2017,9,226623,214511
2017,10,220944,210020
2017,11,205363,193450
2017,12,205461,194569
2017,13,196045,185932
2017,14,188298,176999
2017,15,180859,170565
2017,16,185990,175922
2017,17,188144,178590
2017,18,199959,191425
2017,19,210527,199650
2017,20,229118,216485
2017,21,239503,225537
2017,22,249094,234150
2017,23,262233,248188
2017,24,280918,266346
2017,25,299374,284191
2017,26,313398,298552
2017,27,326497,312544
2017,28,345782,332446
2017,29,356606,343069
2017,30,377087,365195
2017,31,364603,355062
2017,32,372641,363038
2017,33,376464,368133
2017,34,342549,334493
2017,35,327960,327331
2017,36,334798,334485
2017,37,314568,316292
2017,38,309988,315973
2017,39,297602,307015
2017,40,312866,323495
2017,41,303838,319180
2017,42,294323,311309
2017,43,286146,303723
2017,44,293019,314366
2017,45,290310,310935
2017,46,286619,308488
2017,47,260553,285635
2017,48,262840,290464
2017,49,256572,288226
2017,50,262022,297829
2017,51,256251,296576
2017,52,264837,311045
2017,53,279060,333552
2017,54,282185,342221
2017,55,290839,354529
2017,56,297343,367794
2017,57,278088,352696
2017,58,271496,350322
2017,59,254987,335932
2017,60,248445,334890
2017,61,226389,312671
2017,62,227425,321405
2017,63,202048,293211
2017,64,205987,305914
2017,65,201870,302297
2017,66,195133,297971
2017,67,193619,307848
2017,68,157589,254805
2017,69,133813,224800
2017,70,123737,217524
2017,71,77479,143022
2017,72,84158,163586
2017,73,72744,144936
2017,74,88760,183513
2017,75,114938,236587
2017,76,111518,235294
2017,77,108821,246807
2017,78,106602,247748
2017,79,103244,239585
2017,80 і старше,424255,1122931
2017,Вік невідомий,NA,NA
2018,0,186249,175540
2018,1,203612,190704
2018,2,210970,197562
2018,3,237860,224277
2018,4,242735,228464
2018,5,251130,235993
2018,6,242412,227890
2018,7,239702,225812
2018,8,247559,231999
2018,9,246176,231298
2018,10,226564,214495
2018,11,220909,209978
2018,12,205307,193413
2018,13,205406,194548
2018,14,196012,185914
2018,15,188228,176981
2018,16,180824,170569
2018,17,186186,176019
2018,18,189258,179078
2018,19,201471,192029
2018,20,211406,200108
2018,21,229126,216597
2018,22,238811,225470
2018,23,248375,233980
2018,24,261652,247985
2018,25,280177,266164
2018,26,298720,284077
2018,27,312702,298394
2018,28,325929,312426
2018,29,345074,332287
2018,30,355862,342871
2018,31,376261,364935
2018,32,363707,354801
2018,33,371652,362715
2018,34,375315,367803
2018,35,341427,334104
2018,36,326819,326940
2018,37,333438,333962
2018,38,313194,315779
2018,39,308440,315414
2018,40,295959,306413
2018,41,311141,322915
2018,42,302079,318522
2018,43,292295,310582
2018,44,284147,302993
2018,45,291008,313573
2018,46,288046,310065
2018,47,284217,307611
2018,48,258279,284748
2018,49,260336,289547
2018,50,253738,287181
2018,51,259091,296697
2018,52,253238,295429
2018,53,261415,309729
2018,54,275157,332060
2018,55,277815,340567
2018,56,286253,352807
2018,57,292336,365746
2018,58,272802,350588
2018,59,265998,347866
2018,60,249164,333426
2018,61,242464,332184
2018,62,220318,309794
2018,63,220974,318175
2018,64,195975,290001
2018,65,199191,302232
2018,66,194822,298194
2018,67,187846,293508
2018,68,185654,302423
2018,69,150706,249945
2018,70,127622,220123
2018,71,117577,212546
2018,72,73484,139598
2018,73,78939,158533
2018,74,68046,140106
2018,75,82581,176816
2018,76,107218,227786
2018,77,103162,225131
2018,78,99682,234596
2018,79,97145,234156
2018,80 і старше,463603,1214299
2018,Вік невідомий,NA,NA
